Adj_Close,Close,Date,High,Low,Open,Symbol,Volume
118.25,118.25,10/25/2016,118.360001,117.309998,117.949997,AAPL,48129000
117.650002,117.650002,10/24/2016,117.739998,117,117.099998,AAPL,23538700
